round,date,day_of_week,team_1,team_2,goal_1,goal_2
18,01/09/2010,Quarta-feira,Atlético PR,Ceará,2,1
18,01/09/2010,Quarta-feira,Fluminense,Palmeiras,1,1
18,02/09/2010,Quinta-feira,Santos,Avaí,2,1
18,02/09/2010,Quinta-feira,São Paulo,Atlético GO,2,1
18,13/10/2010,Quarta-feira,Vasco,Corinthians,2,0
19,04/09/2010,Sábado,Ceará,Vasco,0,2
19,04/09/2010,Sábado,Corinthians,Goiás,5,1
19,04/09/2010,Sábado,Botafogo,Grêmio,2,2
19,05/09/2010,Domingo,Flamengo,Santos,0,0
19,05/09/2010,Domingo,Guarani,Fluminense,2,1
19,05/09/2010,Domingo,Palmeiras,Cruzeiro,2,3
19,05/09/2010,Domingo,Avaí,Atlético PR,0,1
19,05/09/2010,Domingo,Atlético MG,São Paulo,2,3
19,05/09/2010,Domingo,Atlético GO,Vitória,4,1
19,05/09/2010,Domingo,Internacional,Grêmio Prudente,2,0
20,08/09/2010,Quarta-feira,Fluminense,Ceará,3,1
20,08/09/2010,Quarta-feira,Cruzeiro,Internacional,1,0
20,08/09/2010,Quarta-feira,Grêmio,Atlético GO,2,0
20,08/09/2010,Quarta-feira,Goiás,Guarani,3,1
20,08/09/2010,Quarta-feira,São Paulo,Flamengo,2,0
20,08/09/2010,Quarta-feira,Vitória,Palmeiras,1,1
20,08/09/2010,Quarta-feira,Atlético PR,Corinthians,1,1
20,09/09/2010,Quinta-feira,Santos,Botafogo,0,1
20,09/09/2010,Quinta-feira,Vasco,Atlético MG,1,1
20,09/09/2010,Quinta-feira,Grêmio Prudente,Avaí,1,1
21,11/09/2010,Sábado,Flamengo,Vitória,2,2
21,11/09/2010,Sábado,Corinthians,Grêmio,0,1
21,11/09/2010,Sábado,Atlético GO,Fluminense,2,1
21,12/09/2010,Domingo,Palmeiras,Vasco,0,0
21,12/09/2010,Domingo,Botafogo,São Paulo,2,0
21,12/09/2010,Domingo,Atlético MG,Grêmio Prudente,1,0
21,12/09/2010,Domingo,Avaí,Cruzeiro,1,2
21,12/09/2010,Domingo,Guarani,Atlético PR,1,0
21,12/09/2010,Domingo,Internacional,Goiás,0,0
21,12/09/2010,Domingo,Ceará,Santos,2,1
22,15/09/2010,Quarta-feira,Santos,Atlético GO,4,2
22,15/09/2010,Quarta-feira,Cruzeiro,Guarani,4,2
22,15/09/2010,Quarta-feira,Goiás,Botafogo,4,1
22,15/09/2010,Quarta-feira,Atlético PR,Atlético MG,2,1
22,15/09/2010,Quarta-feira,Fluminense,Corinthians,1,2
22,15/09/2010,Quarta-feira,Grêmio Prudente,Flamengo,1,2
22,15/09/2010,Quarta-feira,Grêmio,Palmeiras,1,2
22,15/09/2010,Quarta-feira,Vitória,Ceará,0,0
22,16/09/2010,Quinta-feira,São Paulo,Internacional,1,3
22,16/09/2010,Quinta-feira,Vasco,Avaí,1,1
23,18/09/2010,Sábado,Corinthians,Grêmio Prudente,3,0
23,18/09/2010,Sábado,Botafogo,Cruzeiro,2,2
23,18/09/2010,Sábado,Atlético GO,Atlético PR,1,2
23,19/09/2010,Domingo,Palmeiras,São Paulo,0,2
23,19/09/2010,Domingo,Guarani,Santos,0,0
23,19/09/2010,Domingo,Atlético MG,Vitória,2,3
23,19/09/2010,Domingo,Internacional,Vasco,1,0
23,19/09/2010,Domingo,Flamengo,Fluminense,3,3
23,19/09/2010,Domingo,Avaí,Grêmio,0,3
23,19/09/2010,Domingo,Ceará,Goiás,1,1
24,22/09/2010,Quarta-feira,São Paulo,Guarani,2,1
24,22/09/2010,Quarta-feira,Grêmio Prudente,Palmeiras,0,1
24,22/09/2010,Quarta-feira,Cruzeiro,Ceará,2,0
24,22/09/2010,Quarta-feira,Goiás,Atlético GO,1,3
24,22/09/2010,Quarta-feira,Vasco,Botafogo,2,2
24,22/09/2010,Quarta-feira,Atlético PR,Internacional,1,0
24,22/09/2010,Quarta-feira,Grêmio,Flamengo,2,2
24,22/09/2010,Quarta-feira,Santos,Corinthians,2,3
24,23/09/2010,Quinta-feira,Fluminense,Atlético MG,5,1
24,23/09/2010,Quinta-feira,Vitória,Avaí,3,0
25,25/09/2010,Sábado,Santos,Cruzeiro,4,1
25,25/09/2010,Sábado,São Paulo,Goiás,0,3
25,25/09/2010,Sábado,Guarani,Vasco,1,0
25,25/09/2010,Sábado,Atlético GO,Grêmio Prudente,3,0
25,25/09/2010,Sábado,Flamengo,Palmeiras,1,3
25,26/09/2010,Domingo,Internacional,Corinthians,3,2
25,26/09/2010,Domingo,Vitória,Fluminense,1,2
25,26/09/2010,Domingo,Botafogo,Atlético PR,1,1
25,26/09/2010,Domingo,Avaí,Ceará,5,0
25,26/09/2010,Domingo,Atlético MG,Grêmio,1,2
26,28/09/2010,Terça-feira,Vasco,Santos,3,1
26,28/09/2010,Terça-feira,Goiás,Flamengo,1,1
26,29/09/2010,Quarta-feira,Palmeiras,Internacional,2,0
26,29/09/2010,Quarta-feira,Grêmio Prudente,Guarani,4,2
26,29/09/2010,Quarta-feira,Cruzeiro,Atlético GO,3,0
26,29/09/2010,Quarta-feira,Atlético PR,Vitória,1,0
26,29/09/2010,Quarta-feira,Fluminense,Avaí,1,0
26,29/09/2010,Quarta-feira,Grêmio,São Paulo,4,2
26,29/09/2010,Quarta-feira,Corinthians,Botafogo,1,1
26,29/09/2010,Quarta-feira,Ceará,Atlético MG,0,0
27,01/10/2010,Sexta-feira,Vasco,Goiás,3,2
27,02/10/2010,Sábado,Santos,Palmeiras,1,1
27,02/10/2010,Sábado,Corinthians,Ceará,2,2
27,02/10/2010,Sábado,Grêmio Prudente,Fluminense,1,1
27,02/10/2010,Sábado,Vitória,Grêmio,0,3
27,02/10/2010,Sábado,Cruzeiro,Atlético PR,0,0
27,02/10/2010,Sábado,Botafogo,Flamengo,1,1
27,02/10/2010,Sábado,Internacional,Guarani,3,0
27,02/10/2010,Sábado,Avaí,São Paulo,0,0
27,02/10/2010,Sábado,Atlético GO,Atlético MG,2,3
28,06/10/2010,Quarta-feira,Fluminense,Santos,1,3
28,06/10/2010,Quarta-feira,Grêmio,Grêmio Prudente,4,0
28,06/10/2010,Quarta-feira,Guarani,Botafogo,1,1
28,06/10/2010,Quarta-feira,Ceará,Internacional,1,0
28,06/10/2010,Quarta-feira,Atlético PR,Vasco,0,0
28,06/10/2010,Quarta-feira,São Paulo,Vitória,2,0
28,06/10/2010,Quarta-feira,Atlético MG,Corinthians,2,1
28,07/10/2010,Quinta-feira,Palmeiras,Avaí,4,1
28,07/10/2010,Quinta-feira,Goiás,Cruzeiro,0,1
28,07/10/2010,Quinta-feira,Flamengo,Atlético GO,2,0
29,09/10/2010,Sábado,Santos,Atlético PR,2,0
29,09/10/2010,Sábado,Grêmio Prudente,São Paulo,2,3
29,09/10/2010,Sábado,Vasco,Grêmio,3,3
29,10/10/2010,Domingo,Cruzeiro,Fluminense,1,0
29,10/10/2010,Domingo,Corinthians,Atlético GO,3,4
29,10/10/2010,Domingo,Botafogo,Palmeiras,0,0
29,10/10/2010,Domingo,Goiás,Vitória,1,0
29,10/10/2010,Domingo,Avaí,Flamengo,2,2
29,10/10/2010,Domingo,Ceará,Guarani,2,0
29,10/10/2010,Domingo,Internacional,Atlético MG,1,0
30,16/10/2010,Sábado,Flamengo,Internacional,3,0
30,16/10/2010,Sábado,Atlético PR,Goiás,2,1
30,17/10/2010,Domingo,Atlético MG,Avaí,2,0
30,17/10/2010,Domingo,Guarani,Corinthians,0,0
30,17/10/2010,Domingo,Grêmio,Cruzeiro,2,1
30,17/10/2010,Domingo,Atlético GO,Vasco,2,0
30,17/10/2010,Domingo,Vitória,Grêmio Prudente,2,0
30,17/10/2010,Domingo,Fluminense,Botafogo,0,0
30,17/10/2010,Domingo,São Paulo,Santos,4,3
30,17/10/2010,Domingo,Palmeiras,Ceará,1,1
31,23/10/2010,Sábado,Botafogo,Vitória,1,0
31,23/10/2010,Sábado,Guarani,Atlético GO,0,1
31,24/10/2010,Domingo,Corinthians,Palmeiras,1,0
31,24/10/2010,Domingo,Ceará,São Paulo,2,0
31,24/10/2010,Domingo,Goiás,Avaí,1,0
31,24/10/2010,Domingo,Atlético PR,Fluminense,2,2
31,24/10/2010,Domingo,Vasco,Flamengo,1,1
31,24/10/2010,Domingo,Santos,Grêmio Prudente,2,3
31,24/10/2010,Domingo,Cruzeiro,Atlético MG,3,4
31,24/10/2010,Domingo,Grêmio,Internacional,2,2
32,27/10/2010,Quarta-feira,Flamengo,Corinthians,1,1
32,28/10/2010,Quinta-feira,Fluminense,Grêmio,2,0
32,28/10/2010,Quinta-feira,São Paulo,Atlético PR,2,1
32,28/10/2010,Quinta-feira,Atlético GO,Ceará,1,1
32,30/10/2010,Sábado,Internacional,Santos,1,1
32,30/10/2010,Sábado,Vitória,Vasco,4,2
32,30/10/2010,Sábado,Palmeiras,Goiás,3,2
32,30/10/2010,Sábado,Grêmio Prudente,Cruzeiro,0,2
32,30/10/2010,Sábado,Atlético MG,Botafogo,0,2
32,30/10/2010,Sábado,Avaí,Guarani,1,0
33,03/11/2010,Quarta-feira,Santos,Vitória,1,1
33,03/11/2010,Quarta-feira,Internacional,Fluminense,0,0
33,03/11/2010,Quarta-feira,Botafogo,Atlético GO,3,2
33,03/11/2010,Quarta-feira,Guarani,Atlético MG,0,0
33,03/11/2010,Quarta-feira,Goiás,Grêmio,0,2
33,03/11/2010,Quarta-feira,Cruzeiro,São Paulo,0,2
33,03/11/2010,Quarta-feira,Corinthians,Avaí,4,0
33,03/11/2010,Quarta-feira,Ceará,Flamengo,2,2
33,04/11/2010,Quinta-feira,Vasco,Grêmio Prudente,2,1
33,04/11/2010,Quinta-feira,Atlético PR,Palmeiras,1,0
34,06/11/2010,Sábado,Atlético MG,Santos,2,2
34,06/11/2010,Sábado,Grêmio,Ceará,5,1
34,06/11/2010,Sábado,Atlético GO,Internacional,2,2
34,07/11/2010,Domingo,São Paulo,Corinthians,0,2
34,07/11/2010,Domingo,Grêmio Prudente,Goiás,4,1
34,07/11/2010,Domingo,Vitória,Cruzeiro,0,1
34,07/11/2010,Domingo,Avaí,Botafogo,0,0
34,07/11/2010,Domingo,Fluminense,Vasco,1,0
34,07/11/2010,Domingo,Palmeiras,Guarani,1,0
34,07/11/2010,Domingo,Flamengo,Atlético PR,0,1
35,10/11/2010,Quarta-feira,Ceará,Botafogo,2,2
35,13/11/2010,Sábado,Corinthians,Cruzeiro,1,0
35,13/11/2010,Sábado,Santos,Grêmio,0,0
35,13/11/2010,Sábado,Atlético MG,Flamengo,4,1
35,14/11/2010,Domingo,Fluminense,Goiás,1,1
35,14/11/2010,Domingo,Internacional,Avaí,2,3
35,14/11/2010,Domingo,Atlético GO,Palmeiras,3,0
35,14/11/2010,Domingo,Guarani,Vitória,1,1
35,14/11/2010,Domingo,Vasco,São Paulo,1,1
35,14/11/2010,Domingo,Atlético PR,Grêmio Prudente,2,1
36,20/11/2010,Sábado,Grêmio,Atlético PR,3,1
36,20/11/2010,Sábado,Flamengo,Guarani,2,1
36,20/11/2010,Sábado,Grêmio Prudente,Ceará,1,1
36,21/11/2010,Domingo,São Paulo,Fluminense,1,4
36,21/11/2010,Domingo,Botafogo,Internacional,1,2
36,21/11/2010,Domingo,Palmeiras,Atlético MG,0,2
36,21/11/2010,Domingo,Vitória,Corinthians,1,1
36,21/11/2010,Domingo,Cruzeiro,Vasco,3,1
36,21/11/2010,Domingo,Avaí,Atlético GO,3,0
36,21/11/2010,Domingo,Goiás,Santos,1,4
37,28/11/2010,Domingo,Palmeiras,Fluminense,1,2
37,28/11/2010,Domingo,Corinthians,Vasco,2,0
37,28/11/2010,Domingo,Flamengo,Cruzeiro,1,2
37,28/11/2010,Domingo,Botafogo,Grêmio Prudente,3,1
37,28/11/2010,Domingo,Ceará,Atlético PR,1,1
37,28/11/2010,Domingo,Guarani,Grêmio,0,3
37,28/11/2010,Domingo,Atlético MG,Goiás,3,1
37,28/11/2010,Domingo,Internacional,Vitória,1,1
37,28/11/2010,Domingo,Atlético GO,São Paulo,1,1
37,28/11/2010,Domingo,Avaí,Santos,3,2
38,02/12/2010,Quinta-feira,Grêmio Prudente,Internacional,0,3
38,05/12/2010,Domingo,Fluminense,Guarani,1,0
38,05/12/2010,Domingo,Cruzeiro,Palmeiras,2,1
38,05/12/2010,Domingo,Goiás,Corinthians,1,1
38,05/12/2010,Domingo,Grêmio,Botafogo,3,0
38,05/12/2010,Domingo,Vasco,Ceará,2,0
38,05/12/2010,Domingo,Santos,Flamengo,0,0
38,05/12/2010,Domingo,São Paulo,Atlético MG,4,0
38,05/12/2010,Domingo,Atlético PR,Avaí,1,0
38,05/12/2010,Domingo,Vitória,Atlético GO,0,0
1,21/05/2011,Sábado,Flamengo,Avaí,4,0
1,21/05/2011,Sábado,Ceará,Vasco,1,3
1,21/05/2011,Sábado,Atlético MG,Atlético PR,3,0
1,21/05/2011,Sábado,Santos,Internacional,1,1
1,22/05/2011,Domingo,Palmeiras,Botafogo,1,0
1,22/05/2011,Domingo,Coritiba,Atlético GO,0,1
1,22/05/2011,Domingo,Figueirense,Cruzeiro,1,0
1,22/05/2011,Domingo,Grêmio,Corinthians,1,2
1,22/05/2011,Domingo,América MG,Bahia,2,1
1,22/05/2011,Domingo,Fluminense,São Paulo,0,2
2,28/05/2011,Sábado,Botafogo,Santos,1,0
2,28/05/2011,Sábado,Internacional,Ceará,0,1
2,28/05/2011,Sábado,Avaí,Atlético MG,1,3
2,28/05/2011,Sábado,São Paulo,Figueirense,1,0
2,29/05/2011,Domingo,Bahia,Flamengo,3,3
2,29/05/2011,Domingo,Cruzeiro,Palmeiras,1,1
2,29/05/2011,Domingo,Atlético PR,Grêmio,0,1
2,29/05/2011,Domingo,Corinthians,Coritiba,2,1
2,29/05/2011,Domingo,Atlético GO,Fluminense,0,1
2,29/05/2011,Domingo,Vasco,América MG,3,0
3,04/06/2011,Sábado,Palmeiras,Atlético PR,1,0
3,04/06/2011,Sábado,Fluminense,Cruzeiro,2,1
3,04/06/2011,Sábado,Ceará,Botafogo,2,2
3,04/06/2011,Sábado,Figueirense,Atlético GO,2,0
3,05/06/2011,Domingo,Coritiba,Vasco,5,1
3,05/06/2011,Domingo,Flamengo,Corinthians,1,1
3,05/06/2011,Domingo,Grêmio,Bahia,2,0
3,05/06/2011,Domingo,Santos,Avaí,3,1
3,05/06/2011,Domingo,América MG,Internacional,2,4
3,08/06/2011,Quarta-feira,Atlético MG,São Paulo,0,1
4,11/06/2011,Sábado,Avaí,América MG,2,2
4,11/06/2011,Sábado,Cruzeiro,Santos,1,1
4,11/06/2011,Sábado,São Paulo,Grêmio,3,1
4,11/06/2011,Sábado,Vasco,Figueirense,1,1
4,12/06/2011,Domingo,Corinthians,Fluminense,2,0
4,12/06/2011,Domingo,Bahia,Atlético MG,1,1
4,12/06/2011,Domingo,Atlético GO,Ceará,4,1
4,12/06/2011,Domingo,Internacional,Palmeiras,2,2
4,12/06/2011,Domingo,Botafogo,Coritiba,3,1
4,12/06/2011,Domingo,Atlético PR,Flamengo,1,1
5,18/06/2011,Sábado,Fluminense,Bahia,0,1
5,18/06/2011,Sábado,América MG,Cruzeiro,1,1
5,19/06/2011,Domingo,Ceará,São Paulo,0,2
5,19/06/2011,Domingo,Figueirense,Atlético PR,2,0
5,19/06/2011,Domingo,Grêmio,Vasco,1,1
5,19/06/2011,Domingo,Palmeiras,Avaí,5,0
5,19/06/2011,Domingo,Flamengo,Botafogo,0,0
5,19/06/2011,Domingo,Atlético MG,Atlético GO,2,2
5,19/06/2011,Domingo,Coritiba,Internacional,1,1
5,10/08/2011,Quarta-feira,Santos,Corinthians,0,0
6,25/06/2011,Sábado,Flamengo,Atlético MG,4,1
6,25/06/2011,Sábado,Atlético PR,Bahia,0,2
6,25/06/2011,Sábado,Cruzeiro,Coritiba,2,1
6,26/06/2011,Domingo,Avaí,Fluminense,0,1
6,26/06/2011,Domingo,Botafogo,Grêmio,2,1
6,26/06/2011,Domingo,Corinthians,São Paulo,5,0
